Age,Attrition,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,Dept_Human Resources,Dept_Research & Development,Dept_Sales,EduField_Human Resources,EduField_Life Sciences,EduField_Marketing,EduField_Medical,EduField_Other,EduField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Divorced,Married,Single
39,0,6,1,0,1,1,4,2090,0,11,3.0,4.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
45,1,6,4,0,2,1,2,8880,0,10,2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,2,4,0,2,1,2,5841,0,9,1.0,6.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
58,0,1,4,0,3,2,3,1009,0,0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,0,5,3,0,1,2,3,9559,0,18,2.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25,0,11,2,1,3,1,1,1009,0,10,2.0,10.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29,0,20,3,0,2,1,3,6580,0,16,3.0,6.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35,0,16,3,1,3,3,2,4827,1,11,3.0,8.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
35,0,11,3,0,3,2,1,2153,0,7,3.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43,1,1,2,0,1,1,3,3920,0,7,2.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39,0,13,3,1,2,3,1,11576,0,20,2.0,7.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
39,0,6,2,1,3,2,1,11815,0,19,2.0,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32,0,21,1,1,1,2,1,11013,1,11,3.0,13.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,24,4,0,3,1,4,10946,0,20,3.0,17.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,1,3,0,3,1,2,8630,1,0,2.0,8.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
38,0,22,2,0,2,3,2,5011,1,0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
39,0,8,4,0,3,2,3,14261,0,20,2.0,8.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,1,1,2,0,3,2,3,15653,0,0,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
28,1,4,2,1,1,1,4,14163,0,6,3.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28,0,8,1,1,2,1,2,6648,0,16,2.0,10.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40,0,22,3,1,2,1,1,1448,0,12,3.0,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,0,1,2,1,2,1,3,4513,1,11,2.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
44,0,1,3,1,3,3,2,8180,0,6,4.0,8.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27,0,4,2,1,2,3,1,2072,0,25,2.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,1,2,0,3,1,3,4312,0,12,3.0,7.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24,0,12,2,1,2,2,3,10648,1,18,2.0,12.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24,0,9,3,0,3,2,1,13252,0,2,3.0,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,0,21,3,0,2,2,3,7545,0,19,1.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
38,0,10,4,1,2,1,2,5542,0,8,2.0,15.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
28,0,12,2,0,2,3,2,1009,0,9,2.0,9.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,3,2,1,3,3,3,13272,0,10,3.0,11.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50,0,1,1,0,1,2,3,1344,0,8,2.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
28,0,6,4,0,3,1,2,12801,1,16,3.0,12.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,0,15,3,0,1,1,4,1009,1,0,1.0,22.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34,0,4,1,1,3,1,2,10977,0,4,1.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,11,3,1,2,1,1,3825,1,5,1.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,2,2,1,3,1,2,1467,0,16,3.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
46,0,5,2,0,2,1,4,6754,0,4,3.0,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
45,0,4,2,0,2,2,1,8214,1,2,4.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,0,6,2,1,2,3,3,2026,0,21,1.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38,1,7,3,1,1,1,3,11909,0,7,3.0,11.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
39,1,9,2,0,2,2,3,5365,1,6,2.0,6.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34,0,3,3,1,2,1,4,1009,0,19,3.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
37,0,6,3,1,2,1,4,11407,1,2,2.0,9.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34,0,3,2,1,2,2,3,3206,1,21,3.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39,0,11,1,0,3,1,2,1260,0,9,1.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42,0,13,2,1,3,2,3,1009,1,17,2.0,18.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
38,0,23,4,0,3,1,3,6203,1,12,2.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
43,0,11,3,0,3,1,1,7222,0,8,3.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,0,19,1,1,2,2,4,4655,1,0,2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,0,4,2,1,1,2,2,10390,1,24,2.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19,0,14,1,1,3,2,2,4322,0,8,1.0,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26,0,1,3,1,2,2,2,1009,1,10,3.0,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
45,0,15,4,1,1,2,1,4302,1,7,4.0,8.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57,0,3,3,0,4,2,3,1845,1,14,3.0,10.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
32,0,2,3,0,3,1,1,13552,0,10,2.0,13.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,1,7,2,0,2,1,1,6979,0,8,2.0,13.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,1,1,2,1,3,1,2,1040,0,25,3.0,6.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18,1,1,2,0,2,2,2,3038,0,9,2.0,9.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
44,0,16,1,1,3,2,3,1245,0,13,2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18,0,9,2,0,2,1,1,4656,0,1,4.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33,1,5,3,1,3,1,3,13442,0,15,3.0,14.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
51,0,1,1,1,2,4,3,1009,1,8,2.0,13.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
44,0,1,3,1,2,3,2,10122,0,30,2.0,12.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
38,0,1,1,0,2,1,3,2819,0,8,2.0,12.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42,0,18,2,0,2,1,2,13942,0,11,2.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41,0,1,2,1,2,1,3,2496,0,0,2.0,14.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39,0,1,2,1,1,1,2,7203,0,1,1.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27,0,1,2,0,2,3,3,1009,0,6,2.0,13.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18,0,16,2,0,2,3,3,8061,0,19,2.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39,0,29,4,0,2,2,3,6262,0,17,2.0,9.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
38,0,15,2,1,2,2,1,1406,1,6,2.0,9.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
47,1,7,4,0,3,1,2,9315,0,14,1.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
54,0,1,3,1,2,2,1,1013,1,2,3.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
30,0,20,2,0,2,1,2,1009,0,14,2.0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31,0,1,1,1,2,1,1,12794,0,8,2.0,17.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39,0,16,3,0,2,3,1,8146,0,12,3.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32,0,3,2,0,3,2,1,8341,1,8,2.0,7.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32,1,8,2,1,2,1,3,6917,1,17,2.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
39,0,13,2,1,1,2,2,4913,0,19,2.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,0,1,3,0,2,3,1,12397,1,0,2.0,11.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42,0,1,1,1,3,2,3,9134,1,4,3.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21,1,8,2,0,2,3,1,19654,0,2,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,0,1,3,0,2,1,2,7832,0,8,3.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
21,0,2,2,1,3,2,1,8266,0,11,1.0,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
39,0,1,2,1,1,2,2,6787,0,5,1.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47,0,29,4,1,1,1,3,9050,1,15,2.0,11.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41,0,1,4,1,1,1,3,6904,0,12,2.0,10.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27,0,10,1,1,4,1,2,4003,1,16,3.0,6.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23,0,1,1,0,2,1,4,1009,1,27,3.0,10.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
38,0,16,4,1,2,3,3,1009,1,1,1.0,14.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54,0,14,1,1,2,1,3,5557,0,13,3.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,1,14,2,1,1,3,3,2581,0,17,3.0,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30,0,17,2,0,2,2,3,1009,0,7,2.0,12.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
49,0,10,4,1,3,3,3,2671,1,10,1.0,14.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39,0,6,2,1,3,3,3,8441,0,0,2.0,20.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28,0,1,4,0,2,3,1,11086,1,6,3.0,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37,0,1,4,0,3,3,4,12751,0,19,2.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,9,1,1,2,2,2,1603,1,23,3.0,11.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30,0,11,1,1,3,1,1,9000,0,19,2.0,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
37,1,4,2,1,1,2,2,10245,0,20,2.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44,0,9,2,1,1,1,1,2658,0,15,1.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
54,0,22,2,1,2,3,2,6175,0,13,2.0,3.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24,0,10,2,1,2,1,4,4806,1,4,2.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36,0,7,1,1,2,1,2,10018,0,1,2.0,11.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40,1,19,2,1,3,1,4,1009,0,3,2.0,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25,0,13,3,0,3,3,1,11327,0,8,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28,0,10,2,0,3,3,1,13722,0,18,3.0,7.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39,0,1,1,1,2,1,4,8755,0,7,2.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34,0,16,3,1,2,2,1,1009,0,14,1.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22,0,3,2,0,2,2,3,1009,0,16,2.0,17.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
51,0,7,4,1,2,1,1,4863,0,18,2.0,3.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34,0,23,1,1,1,2,2,5852,1,6,3.0,7.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,0,1,2,1,3,3,3,6591,0,1,3.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,0,7,2,0,2,1,2,13988,1,0,1.0,9.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
50,0,5,4,1,3,3,1,1009,0,1,3.0,5.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
40,1,23,3,1,3,1,2,1815,0,20,4.0,6.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21,0,9,1,1,1,1,3,8262,1,10,3.0,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
43,0,23,2,0,3,1,3,6456,1,12,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,0,13,3,0,1,2,1,8365,0,10,2.0,9.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
51,0,11,2,0,2,1,3,6041,0,0,3.0,12.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
34,0,16,3,1,3,4,3,11589,0,14,2.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27,0,6,3,0,2,2,3,7484,0,9,2.0,18.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,0,13,2,0,3,2,3,4388,1,8,3.0,9.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30,0,20,2,0,3,3,1,7791,0,7,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18,0,1,1,0,1,1,2,13397,0,14,3.0,12.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
43,0,5,2,1,3,1,2,3712,0,6,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22,0,1,1,1,2,1,3,7452,0,5,3.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44,0,17,1,0,3,2,1,6497,0,16,3.0,15.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43,0,1,1,1,2,2,4,9289,1,18,2.0,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34,0,7,4,1,2,2,3,4076,0,21,2.0,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
46,0,1,2,1,2,4,4,1009,0,14,3.0,8.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
42,0,5,1,1,3,1,3,11034,0,16,2.0,8.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
49,0,21,2,1,1,2,1,5061,0,16,2.0,11.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41,1,25,1,1,4,1,3,1548,0,12,3.0,14.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19,0,13,2,1,2,2,3,5548,0,17,2.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
38,0,9,1,1,2,2,2,4546,1,15,4.0,11.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
36,0,10,2,0,3,2,2,19999,0,12,2.0,13.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,19,3,1,2,1,3,2339,1,0,3.0,19.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37,0,14,2,0,2,1,3,4439,0,13,3.0,11.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37,0,18,1,1,3,2,4,9973,1,1,2.0,13.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
38,0,18,2,0,4,1,2,1009,0,15,2.0,18.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
51,0,11,3,0,1,3,1,6563,0,4,2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,0,1,2,1,3,2,4,6874,1,6,3.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42,0,5,2,1,1,2,2,8233,1,4,2.0,7.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
27,0,6,3,0,3,3,2,11732,0,10,2.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
31,0,21,2,0,2,1,1,9852,0,5,2.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
46,0,10,1,0,1,1,4,11543,0,14,2.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
41,0,20,1,0,2,1,2,1009,0,0,3.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20,0,8,2,0,2,2,1,5144,0,14,3.0,2.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,0,9,3,1,1,1,1,11974,0,18,2.0,8.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32,0,1,1,1,2,1,3,5389,0,1,2.0,11.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21,0,6,4,0,2,1,2,4099,0,17,2.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,0,1,2,1,3,1,2,9536,1,11,3.0,9.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32,0,12,1,0,3,3,2,1538,0,0,3.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
23,0,15,1,1,1,3,3,10113,0,6,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31,1,5,2,0,2,1,4,1343,1,20,2.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
26,0,7,3,1,2,3,2,11435,0,15,2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
43,0,20,2,0,3,3,1,7378,1,6,3.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
18,0,1,3,0,1,1,4,8423,0,0,3.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
44,1,15,2,1,1,1,2,1917,0,5,3.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,0,22,1,0,2,1,2,5615,1,7,3.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27,0,1,1,0,2,3,3,6125,1,24,2.0,7.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
46,0,20,2,0,2,2,2,11822,1,8,3.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,0,2,3,1,3,1,3,12240,0,11,2.0,4.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,1,7,2,0,3,4,2,3511,1,7,2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
48,0,2,3,1,1,1,2,4305,1,12,3.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24,0,8,1,1,1,2,2,12349,1,23,2.0,10.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
24,0,16,3,0,2,1,1,4119,0,13,2.0,11.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35,0,1,1,0,2,1,1,1009,0,6,2.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
22,0,4,3,1,1,1,2,11071,0,0,2.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,0,14,4,1,1,2,3,8175,0,8,2.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
48,0,23,3,0,3,4,3,1009,0,14,2.0,13.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
34,0,18,1,1,2,2,3,7741,0,2,2.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
39,1,4,2,1,2,1,4,7097,0,12,3.0,6.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,0,6,1,1,3,2,1,5442,1,7,3.0,15.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57,0,20,3,1,2,1,4,2881,0,5,3.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
43,0,24,1,0,2,3,3,6229,0,0,2.0,13.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
50,0,9,3,0,2,2,3,4924,1,11,3.0,15.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41,1,1,4,1,2,1,1,8692,0,4,3.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
24,0,1,1,0,3,1,2,1009,0,0,2.0,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
40,0,7,4,0,2,3,2,1009,1,1,2.0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28,0,19,1,1,3,1,1,4754,0,0,3.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
33,0,8,1,1,3,1,3,1009,1,23,2.0,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,0,14,4,1,2,1,1,18962,0,16,3.0,16.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32,0,14,2,1,2,2,2,1009,0,12,3.0,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,0,12,1,0,2,3,2,5899,0,10,2.0,16.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
