Age,Attrition,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany
40,No,Sales,11,Life Sciences,3,Male,2,1,Sales Executive,1,Married,3825,Yes,5,1.0,0.0
36,No,Research & Development,2,Life Sciences,2,Male,3,1,Sales Representative,2,Married,1467,No,16,3.0,0.0
46,No,Research & Development,5,Marketing,2,Female,2,1,Research Scientist,4,Single,6754,No,4,3.0,5.0
45,No,Sales,4,Life Sciences,2,Female,2,2,Sales Representative,1,Single,8214,Yes,2,4.0,0.0
35,No,Sales,6,Life Sciences,2,Male,2,3,Sales Representative,3,Divorced,2026,No,21,1.0,5.0
38,Yes,Sales,7,Other,3,Male,1,1,Laboratory Technician,3,Divorced,11909,No,7,3.0,11.0
39,Yes,Research & Development,9,Life Sciences,2,Female,2,2,Laboratory Technician,3,Divorced,5365,Yes,6,2.0,6.0
34,No,Research & Development,3,Medical,3,Male,2,1,Laboratory Technician,4,Married,1009,No,19,3.0,0.0
37,No,Sales,6,Life Sciences,3,Male,2,1,Research Scientist,4,Divorced,11407,Yes,2,2.0,9.0
34,No,Sales,3,Medical,2,Male,2,2,Manufacturing Director,3,Married,3206,Yes,21,3.0,4.0
39,No,Research & Development,11,Medical,1,Female,3,1,Research Scientist,2,Married,1260,No,9,1.0,2.0
42,No,Research & Development,13,Human Resources,2,Male,3,2,Healthcare Representative,3,Married,1009,Yes,17,2.0,18.0
38,No,Research & Development,23,Technical Degree,4,Female,3,1,Research Scientist,3,Single,6203,Yes,12,2.0,3.0
43,No,Sales,11,Medical,3,Female,3,1,Research Director,1,Divorced,7222,No,8,3.0,4.0
31,No,Research & Development,19,Medical,1,Male,2,2,Sales Executive,4,Single,4655,Yes,0,2.0,0.0
29,No,Sales,4,Life Sciences,2,Male,1,2,Research Scientist,2,Single,10390,Yes,24,2.0,0.0
19,No,Research & Development,14,Medical,1,Male,3,2,Sales Executive,2,Married,4322,No,8,1.0,12.0
26,No,Sales,1,Life Sciences,3,Male,2,2,Sales Representative,2,Divorced,1009,Yes,10,3.0,12.0
45,No,Research & Development,15,Marketing,4,Male,1,2,Healthcare Representative,1,Single,4302,Yes,7,4.0,8.0
57,No,Sales,3,Technical Degree,3,Female,4,2,Human Resources,3,Divorced,1845,Yes,14,3.0,10.0
32,No,Research & Development,2,Medical,3,Female,3,1,Sales Executive,1,Single,13552,No,10,2.0,13.0
39,Yes,Research & Development,7,Marketing,2,Female,2,1,Laboratory Technician,1,Married,6979,No,8,2.0,13.0
33,Yes,Research & Development,1,Life Sciences,2,Male,3,1,Laboratory Technician,2,Single,1040,No,25,3.0,6.0
18,Yes,Research & Development,1,Medical,2,Female,2,2,Sales Representative,2,Married,3038,No,9,2.0,9.0
44,No,Research & Development,16,Medical,1,Male,3,2,Sales Executive,3,Married,1245,No,13,2.0,0.0
18,No,Research & Development,9,Human Resources,2,Female,2,1,Research Scientist,1,Married,4656,No,1,4.0,2.0
33,Yes,Research & Development,5,Life Sciences,3,Male,3,1,Laboratory Technician,3,Married,13442,No,15,3.0,14.0
51,No,Research & Development,1,Life Sciences,1,Male,2,4,Laboratory Technician,3,Married,1009,Yes,8,2.0,13.0
44,No,Sales,1,Technical Degree,3,Male,2,3,Sales Representative,2,Divorced,10122,No,30,2.0,12.0
38,No,Research & Development,1,Life Sciences,1,Female,2,1,Manufacturing Director,3,Single,2819,No,8,2.0,12.0
42,No,Research & Development,18,Medical,2,Female,2,1,Sales Executive,2,Married,13942,No,11,2.0,2.0
41,No,Research & Development,1,Life Sciences,2,Male,2,1,Sales Executive,3,Married,2496,No,0,2.0,14.0
39,No,Research & Development,1,Life Sciences,2,Male,1,1,Research Director,2,Divorced,7203,No,1,1.0,7.0
27,No,Research & Development,1,Life Sciences,2,Female,2,3,Laboratory Technician,3,Divorced,1009,No,6,2.0,13.0
18,No,Research & Development,16,Life Sciences,2,Female,2,3,Research Director,3,Divorced,8061,No,19,2.0,5.0
39,No,Research & Development,29,Technical Degree,4,Female,2,2,Healthcare Representative,3,Divorced,6262,No,17,2.0,9.0
38,No,Research & Development,15,Marketing,2,Male,2,2,Laboratory Technician,1,Divorced,1406,Yes,6,2.0,9.0
47,Yes,Research & Development,7,Medical,4,Female,3,1,Sales Representative,2,Divorced,9315,No,14,1.0,2.0
54,No,Research & Development,1,Other,3,Male,2,2,Healthcare Representative,1,Single,1013,Yes,2,3.0,0.0
30,No,Research & Development,20,Life Sciences,2,Female,2,1,Research Scientist,2,Single,1009,No,14,2.0,13.0
31,No,Research & Development,1,Marketing,1,Male,2,1,Sales Executive,1,Married,12794,No,8,2.0,17.0
39,No,Research & Development,16,Life Sciences,3,Female,2,3,Sales Executive,1,Divorced,8146,No,12,3.0,4.0
32,No,Sales,3,Medical,2,Female,3,2,Healthcare Representative,1,Married,8341,Yes,8,2.0,7.0
32,Yes,Research & Development,8,Medical,2,Male,2,1,Sales Executive,3,Divorced,6917,Yes,17,2.0,7.0
39,No,Research & Development,13,Life Sciences,2,Male,1,2,Healthcare Representative,2,Single,4913,No,19,2.0,1.0
38,No,Research & Development,1,Medical,3,Female,2,3,Research Scientist,1,Married,12397,Yes,0,2.0,11.0
42,No,Sales,1,Medical,1,Male,3,2,Research Director,3,Married,9134,Yes,4,3.0,1.0
21,Yes,Research & Development,8,Life Sciences,2,Female,2,3,Sales Executive,1,Single,19654,No,2,2.0,0.0
44,No,Research & Development,1,Medical,3,Female,2,1,Research Scientist,2,Married,7832,No,8,3.0,5.0
21,No,Research & Development,2,Technical Degree,2,Male,3,2,Healthcare Representative,1,Married,8266,No,11,1.0,4.0
39,No,Research & Development,1,Medical,2,Male,1,2,Healthcare Representative,2,Single,6787,No,5,1.0,0.0
47,No,Research & Development,29,Marketing,4,Male,1,1,Sales Executive,3,Married,9050,Yes,15,2.0,11.0
41,No,Sales,1,Life Sciences,4,Male,1,1,Sales Executive,3,Single,6904,No,12,2.0,10.0
27,No,Research & Development,10,Life Sciences,1,Male,4,1,Laboratory Technician,2,Married,4003,Yes,16,3.0,6.0
23,No,Sales,1,Life Sciences,1,Female,2,1,Sales Executive,4,Single,1009,Yes,27,3.0,10.0
38,No,Research & Development,16,Medical,4,Male,2,3,Research Scientist,3,Married,1009,Yes,1,1.0,14.0
54,No,Research & Development,14,Marketing,1,Male,2,1,Sales Executive,3,Married,5557,No,13,3.0,1.0
28,Yes,Research & Development,14,Medical,2,Male,1,3,Healthcare Representative,3,Divorced,2581,No,17,3.0,1.0
30,No,Sales,17,Marketing,2,Female,2,2,Laboratory Technician,3,Married,1009,No,7,2.0,12.0
49,No,Research & Development,10,Human Resources,4,Male,3,3,Laboratory Technician,3,Single,2671,Yes,10,1.0,14.0
39,No,Research & Development,6,Medical,2,Male,3,3,Laboratory Technician,3,Divorced,8441,No,0,2.0,20.0
28,No,Research & Development,1,Life Sciences,4,Female,2,3,Sales Executive,1,Divorced,11086,Yes,6,3.0,8.0
37,No,Research & Development,1,Life Sciences,4,Female,3,3,Sales Executive,4,Married,12751,No,19,2.0,5.0
36,No,Research & Development,9,Medical,1,Male,2,2,Manufacturing Director,2,Married,1603,Yes,23,3.0,11.0
30,No,Research & Development,11,Life Sciences,1,Male,3,1,Research Director,1,Divorced,9000,No,19,2.0,8.0
37,Yes,Research & Development,4,Life Sciences,2,Male,1,2,Research Scientist,2,Divorced,10245,No,20,2.0,7.0
44,No,Sales,9,Life Sciences,2,Male,1,1,Sales Representative,1,Married,2658,No,15,1.0,3.0
54,No,Research & Development,22,Medical,2,Male,2,3,Laboratory Technician,2,Divorced,6175,No,13,2.0,3.0
24,No,Research & Development,10,Life Sciences,2,Male,2,1,Manufacturing Director,4,Married,4806,Yes,4,2.0,5.0
36,No,Research & Development,7,Medical,1,Male,2,1,Human Resources,2,Divorced,10018,No,1,2.0,11.0
40,Yes,Sales,19,Life Sciences,2,Male,3,1,Research Scientist,4,Single,1009,No,3,2.0,12.0
25,No,Research & Development,13,Medical,3,Female,3,3,Research Scientist,1,Divorced,11327,No,8,1.0,1.0
28,No,Sales,10,Life Sciences,2,Female,3,3,Sales Executive,1,Married,13722,No,18,3.0,7.0
39,No,Research & Development,1,Life Sciences,1,Male,2,1,Sales Representative,4,Divorced,8755,No,7,2.0,4.0
34,No,Research & Development,16,Medical,3,Male,2,2,Sales Executive,1,Single,1009,No,14,1.0,4.0
22,No,Research & Development,3,Technical Degree,2,Female,2,2,Laboratory Technician,3,Married,1009,No,16,2.0,17.0
51,No,Research & Development,7,Life Sciences,4,Male,2,1,Laboratory Technician,1,Married,4863,No,18,2.0,3.0
34,No,Research & Development,23,Marketing,1,Male,1,2,Research Scientist,2,Single,5852,Yes,6,3.0,7.0
32,No,Sales,1,Medical,2,Male,3,3,Sales Executive,3,Married,6591,No,1,3.0,5.0
28,No,Research & Development,7,Life Sciences,2,Female,2,1,Laboratory Technician,2,Married,13988,Yes,0,1.0,9.0
50,No,Sales,5,Medical,4,Male,3,3,Human Resources,1,Divorced,1009,No,1,3.0,5.0
40,Yes,Research & Development,23,Medical,3,Male,3,1,Laboratory Technician,2,Divorced,1815,No,20,4.0,6.0
21,No,Sales,9,Medical,1,Male,1,1,Manufacturing Director,3,Divorced,8262,Yes,10,3.0,2.0
43,No,Sales,23,Medical,2,Female,3,1,Research Director,3,Single,6456,Yes,12,2.0,0.0
45,No,Research & Development,13,Life Sciences,3,Female,1,2,Laboratory Technician,1,Married,8365,No,10,2.0,9.0
51,No,Research & Development,11,Life Sciences,2,Female,2,1,Research Scientist,3,Single,6041,No,0,3.0,12.0
34,No,Research & Development,16,Life Sciences,3,Male,3,4,Laboratory Technician,3,Single,11589,No,14,2.0,5.0
27,No,Research & Development,6,Life Sciences,3,Female,2,2,Laboratory Technician,3,Single,7484,No,9,2.0,18.0
26,No,Research & Development,13,Medical,2,Female,3,2,Sales Executive,3,Divorced,4388,Yes,8,3.0,9.0
30,No,Research & Development,20,Life Sciences,2,Female,3,3,Sales Executive,1,Married,7791,No,7,2.0,0.0
18,No,Research & Development,1,Technical Degree,1,Female,1,1,Manager,2,Married,13397,No,14,3.0,12.0
43,No,Sales,5,Medical,2,Male,3,1,Sales Executive,2,Divorced,3712,No,6,2.0,0.0
22,No,Research & Development,1,Medical,1,Male,2,1,Research Scientist,3,Divorced,7452,No,5,3.0,5.0
44,No,Sales,17,Life Sciences,1,Female,3,2,Research Scientist,1,Married,6497,No,16,3.0,15.0
43,No,Research & Development,1,Medical,1,Male,2,2,Healthcare Representative,4,Single,9289,Yes,18,2.0,2.0
34,No,Research & Development,7,Life Sciences,4,Male,2,2,Human Resources,3,Married,4076,No,21,2.0,2.0
46,No,Research & Development,1,Medical,2,Male,2,4,Sales Executive,4,Married,1009,No,14,3.0,8.0
42,No,Research & Development,5,Marketing,1,Male,3,1,Manufacturing Director,3,Married,11034,No,16,2.0,8.0
49,No,Human Resources,21,Medical,2,Male,1,2,Sales Executive,1,Married,5061,No,16,2.0,11.0
41,Yes,Sales,25,Life Sciences,1,Male,4,1,Manufacturing Director,3,Divorced,1548,No,12,3.0,14.0
19,No,Research & Development,13,Medical,2,Male,2,2,Manager,3,Single,5548,No,17,2.0,5.0
38,No,Research & Development,9,Other,1,Male,2,2,Laboratory Technician,2,Divorced,4546,Yes,15,4.0,11.0
36,No,Research & Development,10,Life Sciences,2,Female,3,2,Sales Executive,2,Married,19999,No,12,2.0,13.0
31,No,Research & Development,19,Marketing,3,Male,2,1,Manager,3,Married,2339,Yes,0,3.0,19.0
37,No,Sales,14,Medical,2,Female,2,1,Manager,3,Divorced,4439,No,13,3.0,11.0
37,No,Research & Development,18,Other,1,Male,3,2,Sales Executive,4,Married,9973,Yes,1,2.0,13.0
38,No,Sales,18,Medical,2,Female,4,1,Sales Executive,2,Single,1009,No,15,2.0,18.0
51,No,Research & Development,11,Medical,3,Female,1,3,Sales Executive,1,Single,6563,No,4,2.0,0.0
44,No,Research & Development,1,Marketing,2,Male,3,2,Research Scientist,4,Married,6874,Yes,6,3.0,0.0
42,No,Research & Development,5,Marketing,2,Male,1,2,Laboratory Technician,2,Single,8233,Yes,4,2.0,7.0
27,No,Research & Development,6,Other,3,Female,3,3,Healthcare Representative,2,Married,11732,No,10,2.0,0.0
31,No,Sales,21,Life Sciences,2,Female,2,1,Sales Executive,1,Divorced,9852,No,5,2.0,0.0
46,No,Research & Development,10,Life Sciences,1,Female,1,1,Research Scientist,4,Single,11543,No,14,2.0,4.0
41,No,Research & Development,20,Life Sciences,1,Female,2,1,Healthcare Representative,2,Married,1009,No,0,3.0,1.0
20,No,Sales,8,Life Sciences,2,Female,2,2,Healthcare Representative,1,Divorced,5144,No,14,3.0,2.0
46,No,Research & Development,9,Medical,3,Male,1,1,Research Scientist,1,Married,11974,No,18,2.0,8.0
32,No,Research & Development,1,Medical,1,Male,2,1,Laboratory Technician,3,Single,5389,No,1,2.0,11.0
21,No,Research & Development,6,Medical,4,Female,2,1,Sales Executive,2,Single,4099,No,17,2.0,2.0
29,No,Research & Development,1,Marketing,2,Male,3,1,Laboratory Technician,2,Divorced,9536,Yes,11,3.0,9.0
32,No,Research & Development,12,Medical,1,Female,3,3,Sales Representative,2,Married,1538,No,0,3.0,0.0
23,No,Research & Development,15,Life Sciences,1,Male,1,3,Laboratory Technician,3,Single,10113,No,6,2.0,0.0
31,Yes,Research & Development,5,Life Sciences,2,Female,2,1,Manufacturing Director,4,Divorced,1343,Yes,20,2.0,1.0
26,No,Research & Development,7,Medical,3,Male,2,3,Sales Executive,2,Divorced,11435,No,15,2.0,0.0
43,No,Research & Development,20,Technical Degree,2,Female,3,3,Manufacturing Director,1,Married,7378,Yes,6,3.0,0.0
18,No,Research & Development,1,Life Sciences,3,Female,1,1,Human Resources,4,Married,8423,No,0,3.0,0.0
44,Yes,Sales,15,Life Sciences,2,Male,1,1,Sales Executive,2,Married,1917,No,5,3.0,4.0
34,No,Research & Development,22,Life Sciences,1,Female,2,1,Sales Executive,2,Single,5615,Yes,7,3.0,7.0
27,No,Research & Development,1,Technical Degree,1,Female,2,3,Research Scientist,3,Divorced,6125,Yes,24,2.0,7.0
46,No,Sales,20,Medical,2,Female,2,2,Research Scientist,2,Single,11822,Yes,8,3.0,5.0
32,No,Research & Development,2,Medical,3,Male,3,1,Laboratory Technician,3,Married,12240,No,11,2.0,4.0
45,Yes,Research & Development,7,Medical,2,Female,3,4,Sales Executive,2,Divorced,3511,Yes,7,2.0,0.0
48,No,Research & Development,2,Life Sciences,3,Male,1,1,Sales Executive,2,Divorced,4305,Yes,12,3.0,4.0
24,No,Sales,8,Marketing,1,Male,1,2,Sales Executive,2,Single,12349,Yes,23,2.0,10.0
24,No,Research & Development,16,Medical,3,Female,2,1,Laboratory Technician,1,Married,4119,No,13,2.0,11.0
35,No,Research & Development,1,Medical,1,Female,2,1,Sales Representative,1,Married,1009,No,6,2.0,1.0
22,No,Research & Development,4,Life Sciences,3,Male,1,1,Laboratory Technician,2,Single,11071,No,0,2.0,4.0
26,No,Research & Development,14,Medical,4,Male,1,2,Manager,3,Single,8175,No,8,2.0,4.0
48,No,Sales,23,Other,3,Female,3,4,Healthcare Representative,3,Divorced,1009,No,14,2.0,13.0
34,No,Sales,18,Life Sciences,1,Male,2,2,Research Scientist,3,Divorced,7741,No,2,2.0,0.0
39,Yes,Sales,4,Life Sciences,2,Male,2,1,Sales Executive,4,Divorced,7097,No,12,3.0,6.0
35,No,Research & Development,6,Medical,1,Male,3,2,Healthcare Representative,1,Single,5442,Yes,7,3.0,15.0
57,No,Sales,20,Medical,3,Male,2,1,Research Director,4,Single,2881,No,5,3.0,4.0
43,No,Research & Development,24,Technical Degree,1,Female,2,3,Healthcare Representative,3,Divorced,6229,No,0,2.0,13.0
50,No,Sales,9,Medical,3,Female,2,2,Laboratory Technician,3,Divorced,4924,Yes,11,3.0,15.0
41,Yes,Sales,1,Medical,4,Male,2,1,Sales Executive,1,Single,8692,No,4,3.0,4.0
24,No,Research & Development,1,Medical,1,Female,3,1,Sales Executive,2,Divorced,1009,No,0,2.0,5.0
40,No,Research & Development,7,Marketing,4,Female,2,3,Sales Representative,2,Married,1009,Yes,1,2.0,6.0
28,No,Research & Development,19,Life Sciences,1,Male,3,1,Human Resources,1,Single,4754,No,0,3.0,0.0
33,No,Sales,8,Medical,1,Male,3,1,Laboratory Technician,3,Single,1009,Yes,23,2.0,0.0
33,No,Research & Development,14,Life Sciences,4,Male,2,1,Manager,1,Married,18962,No,16,3.0,16.0
32,No,Research & Development,14,Life Sciences,2,Male,2,2,Research Director,2,Single,1009,No,12,3.0,7.0
26,No,Sales,12,Life Sciences,1,Female,2,3,Laboratory Technician,2,Married,5899,No,10,2.0,16.0
40,No,Research & Development,1,Medical,2,Female,3,3,Manufacturing Director,3,Married,3633,No,16,1.0,12.0
48,No,Research & Development,1,Life Sciences,3,Female,3,1,Research Scientist,3,Married,8202,No,9,1.0,4.0
33,No,Research & Development,22,Life Sciences,2,Male,2,1,Research Scientist,1,Divorced,11077,No,0,2.0,14.0
36,No,Sales,3,Medical,3,Male,3,2,Sales Executive,2,Single,1758,No,18,2.0,0.0
29,No,Research & Development,8,Marketing,2,Female,3,1,Laboratory Technician,1,Married,11962,No,10,2.0,6.0
36,No,Research & Development,1,Marketing,1,Female,1,3,Sales Executive,2,Married,2316,No,18,1.0,5.0
42,No,Research & Development,15,Life Sciences,4,Female,1,3,Laboratory Technician,1,Married,12351,No,5,3.0,15.0
54,No,Research & Development,19,Other,1,Male,3,1,Sales Executive,1,Divorced,11277,Yes,9,2.0,0.0
41,No,Sales,7,Life Sciences,2,Male,1,2,Sales Representative,3,Married,4230,No,17,2.0,0.0
40,No,Research & Development,1,Life Sciences,1,Male,3,1,Sales Executive,2,Single,5341,Yes,1,1.0,2.0
26,No,Sales,1,Medical,3,Male,1,1,Healthcare Representative,3,Married,7977,Yes,12,2.0,8.0
42,No,Research & Development,17,Other,3,Female,2,1,Sales Executive,3,Married,1009,No,7,3.0,9.0
27,No,Sales,13,Life Sciences,4,Male,2,1,Sales Executive,1,Single,6230,No,16,2.0,19.0
37,No,Research & Development,6,Medical,1,Male,2,2,Research Scientist,1,Married,9021,Yes,5,2.0,4.0
30,No,Sales,21,Medical,1,Male,2,1,Sales Executive,4,Married,15165,No,20,4.0,7.0
38,No,Research & Development,1,Life Sciences,4,Female,3,1,Human Resources,1,Single,1009,Yes,20,2.0,19.0
31,No,Research & Development,1,Medical,1,Female,3,3,Healthcare Representative,4,Married,4912,No,3,2.0,13.0
42,No,Research & Development,4,Marketing,4,Female,3,2,Sales Executive,4,Single,9847,No,13,2.0,3.0
33,No,Research & Development,19,Medical,1,Male,2,3,Research Scientist,1,Single,6467,No,10,3.0,5.0
45,No,Sales,5,Life Sciences,1,Female,2,2,Sales Executive,4,Married,19999,No,2,2.0,12.0
33,No,Sales,15,Medical,3,Male,2,1,Sales Executive,3,Married,11828,No,11,3.0,3.0
46,Yes,Sales,11,Medical,2,Female,3,1,Laboratory Technician,1,Single,12872,No,8,2.0,7.0
33,No,Research & Development,2,Technical Degree,3,Male,2,2,Laboratory Technician,2,Married,7273,No,34,2.0,2.0
57,No,Sales,12,Life Sciences,2,Male,2,2,Sales Executive,2,Married,2025,No,15,1.0,1.0
27,Yes,Research & Development,22,Technical Degree,4,Male,1,1,Research Scientist,1,Single,3036,No,16,3.0,12.0
33,No,Research & Development,11,Marketing,3,Male,3,1,Research Director,2,Divorced,6561,No,9,3.0,6.0
39,Yes,Sales,11,Medical,4,Male,2,3,Research Scientist,4,Married,1009,No,0,2.0,6.0
51,No,Research & Development,1,Life Sciences,3,Male,2,1,Sales Executive,2,Single,9114,No,13,2.0,7.0
37,No,Research & Development,10,Life Sciences,2,Male,1,1,Manager,3,Married,4545,No,5,2.0,8.0
30,Yes,Research & Development,3,Life Sciences,1,Male,2,2,Sales Representative,4,Married,8738,No,12,3.0,0.0
38,Yes,Human Resources,4,Life Sciences,2,Male,2,3,Sales Executive,3,Divorced,8770,No,17,1.0,8.0
22,No,Sales,4,Other,3,Male,3,3,Sales Executive,3,Divorced,14137,No,26,2.0,1.0
46,No,Sales,7,Life Sciences,4,Male,3,2,Laboratory Technician,3,Single,4532,No,23,2.0,10.0
41,No,Research & Development,12,Life Sciences,3,Male,2,1,Sales Representative,1,Married,7143,No,2,3.0,16.0
38,No,Human Resources,16,Medical,3,Male,3,2,Healthcare Representative,3,Married,9268,No,6,3.0,6.0
34,No,Research & Development,15,Life Sciences,2,Male,2,1,Research Scientist,3,Divorced,1768,No,9,2.0,12.0
36,No,Research & Development,6,Life Sciences,3,Male,2,1,Sales Executive,2,Married,6495,No,21,1.0,0.0
27,No,Sales,8,Life Sciences,2,Male,1,2,Sales Executive,2,Married,7279,No,17,2.0,9.0
20,No,Sales,13,Life Sciences,2,Male,2,4,Manufacturing Director,1,Married,7504,No,5,2.0,7.0
46,No,Research & Development,14,Medical,3,Male,3,2,Sales Executive,1,Divorced,6750,No,22,2.0,0.0
44,No,Research & Development,9,Medical,2,Male,1,3,Sales Representative,2,Single,4696,Yes,1,3.0,0.0
42,No,Research & Development,20,Medical,3,Female,3,1,Healthcare Representative,2,Married,3188,Yes,16,2.0,10.0
38,Yes,Research & Development,10,Medical,1,Female,1,3,Laboratory Technician,2,Married,3328,No,13,2.0,1.0
18,No,Human Resources,7,Human Resources,3,Male,3,1,Manufacturing Director,3,Married,8442,Yes,6,2.0,0.0
54,No,Research & Development,16,Life Sciences,4,Female,3,2,Manager,1,Married,14950,No,20,2.0,1.0
18,No,Research & Development,1,Life Sciences,2,Male,2,3,Sales Executive,1,Divorced,16086,No,1,2.0,0.0
39,No,Research & Development,5,Marketing,2,Female,1,3,Laboratory Technician,1,Single,9963,No,10,2.0,5.0
41,Yes,Research & Development,15,Medical,4,Male,1,3,Manufacturing Director,1,Single,1009,No,7,2.0,0.0
42,No,Sales,10,Medical,3,Male,3,2,Sales Executive,3,Single,3336,No,9,1.0,6.0
18,No,Sales,1,Life Sciences,2,Male,3,1,Laboratory Technician,1,Single,16037,No,15,3.0,12.0
34,Yes,Research & Development,22,Marketing,1,Female,2,1,Sales Executive,2,Married,1009,No,13,2.0,13.0
33,No,Research & Development,9,Marketing,2,Male,2,2,Research Scientist,2,Married,15238,No,20,3.0,0.0
46,No,Research & Development,16,Medical,1,Male,2,3,Healthcare Representative,2,Single,8359,No,9,2.0,7.0
37,No,Research & Development,7,Medical,2,Male,2,1,Manufacturing Director,3,Single,12766,No,23,2.0,5.0
36,No,Sales,13,Medical,4,Male,1,1,Laboratory Technician,3,Married,8824,Yes,1,2.0,8.0
19,Yes,Research & Development,4,Life Sciences,2,Male,2,1,Sales Executive,3,Married,15260,No,10,4.0,0.0
21,No,Sales,17,Marketing,2,Female,3,2,Sales Representative,2,Single,8156,Yes,7,2.0,0.0
45,No,Research & Development,1,Life Sciences,3,Male,2,4,Manager,4,Married,4299,Yes,9,3.0,7.0
25,No,Research & Development,1,Marketing,2,Male,2,2,Laboratory Technician,2,Single,2309,No,9,3.0,12.0
32,No,Research & Development,8,Medical,1,Male,3,2,Sales Executive,2,Single,7609,Yes,0,1.0,14.0
39,No,Research & Development,12,Life Sciences,2,Male,2,1,Sales Representative,2,Single,1009,No,12,2.0,3.0
25,Yes,Research & Development,17,Marketing,1,Female,2,3,Research Scientist,2,Single,8461,Yes,26,2.0,0.0
49,No,Human Resources,12,Medical,3,Female,3,1,Laboratory Technician,3,Single,1009,No,22,1.0,4.0
30,Yes,Sales,9,Marketing,2,Male,3,3,Laboratory Technician,1,Single,5009,Yes,0,3.0,18.0
41,No,Sales,13,Medical,4,Female,1,3,Research Scientist,3,Married,16269,Yes,21,1.0,0.0
44,No,Research & Development,15,Medical,3,Male,3,2,Sales Executive,2,Single,3553,Yes,5,1.0,6.0
43,No,Research & Development,23,Life Sciences,1,Male,2,3,Healthcare Representative,1,Married,4120,No,22,3.0,9.0
38,No,Sales,10,Marketing,2,Female,3,1,Research Scientist,3,Single,1009,Yes,13,2.0,8.0
32,No,Research & Development,8,Technical Degree,4,Female,2,1,Laboratory Technician,3,Divorced,13851,No,3,3.0,8.0
34,No,Research & Development,16,Life Sciences,2,Female,3,3,Sales Executive,2,Divorced,3438,Yes,3,3.0,0.0
56,No,Research & Development,1,Life Sciences,3,Female,2,1,Manufacturing Director,1,Divorced,10540,No,12,3.0,10.0
22,No,Research & Development,19,Medical,3,Male,3,2,Sales Executive,4,Single,14624,No,0,2.0,13.0
28,Yes,Sales,1,Life Sciences,3,Male,1,1,Research Scientist,1,Married,10639,Yes,24,1.0,8.0
49,No,Research & Development,7,Medical,2,Male,2,1,Healthcare Representative,3,Single,4991,No,9,3.0,2.0
31,No,Sales,17,Medical,3,Female,3,1,Research Scientist,1,Single,2578,No,5,3.0,14.0
26,No,Sales,6,Technical Degree,2,Male,2,2,Research Scientist,1,Married,9942,Yes,12,2.0,8.0
38,No,Research & Development,16,Technical Degree,1,Male,2,2,Sales Executive,2,Married,9446,No,26,3.0,9.0
39,Yes,Research & Development,14,Medical,2,Female,1,3,Healthcare Representative,3,Single,1009,Yes,9,3.0,14.0
37,No,Research & Development,1,Medical,3,Female,2,3,Sales Executive,1,Married,10226,Yes,21,3.0,14.0
35,No,Sales,19,Life Sciences,2,Male,2,1,Manufacturing Director,1,Married,1009,No,3,1.0,9.0
23,No,Sales,5,Medical,2,Male,2,2,Human Resources,2,Married,6108,No,15,2.0,5.0
50,No,Sales,1,Life Sciences,3,Female,3,2,Sales Executive,1,Single,6742,Yes,1,3.0,0.0
34,Yes,Sales,7,Technical Degree,1,Male,2,1,Manufacturing Director,3,Single,7628,No,24,2.0,10.0
41,No,Research & Development,1,Human Resources,1,Female,2,1,Healthcare Representative,2,Single,6488,No,10,1.0,4.0
41,No,Research & Development,7,Technical Degree,2,Male,2,1,Laboratory Technician,4,Married,2168,No,0,2.0,5.0
38,No,Sales,8,Medical,1,Male,2,3,Research Scientist,2,Single,4930,No,4,2.0,16.0
30,No,Research & Development,11,Medical,1,Male,2,1,Manufacturing Director,1,Single,8891,No,4,2.0,4.0
30,Yes,Sales,10,Life Sciences,2,Female,3,1,Research Scientist,1,Married,16848,Yes,1,2.0,10.0
22,Yes,Research & Development,11,Medical,1,Female,2,3,Laboratory Technician,1,Single,1009,No,5,3.0,6.0
29,Yes,Sales,8,Life Sciences,1,Male,1,1,Research Scientist,3,Divorced,9550,No,23,3.0,11.0
34,No,Human Resources,6,Medical,3,Female,2,2,Laboratory Technician,2,Divorced,7921,No,5,2.0,10.0
22,No,Research & Development,16,Medical,4,Female,1,1,Sales Executive,4,Married,6041,No,18,3.0,1.0
42,No,Sales,3,Life Sciences,4,Male,2,1,Sales Executive,3,Married,6808,No,0,2.0,2.0
43,Yes,Sales,28,Medical,3,Female,2,2,Healthcare Representative,3,Married,3920,No,5,2.0,13.0
43,No,Sales,1,Marketing,2,Male,2,2,Human Resources,2,Married,11898,Yes,10,1.0,9.0
33,No,Sales,25,Life Sciences,1,Female,3,1,Human Resources,1,Single,1009,Yes,19,2.0,0.0
45,Yes,Sales,11,Marketing,3,Male,3,1,Sales Representative,2,Married,5713,No,4,2.0,16.0
46,No,Research & Development,1,Life Sciences,1,Male,2,1,Healthcare Representative,2,Divorced,10017,No,16,1.0,10.0
40,No,Research & Development,1,Other,3,Male,2,2,Laboratory Technician,1,Married,2534,No,1,2.0,7.0
47,No,Research & Development,1,Medical,2,Male,2,2,Sales Executive,1,Divorced,11676,No,23,3.0,0.0
30,No,Sales,15,Other,4,Male,2,1,Healthcare Representative,1,Married,6888,Yes,33,1.0,12.0
